INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
264940966,03/10/2023,19:55:00,QUEENS,OUTSIDE,109,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,WHITE,1029063,226839,40.78918313,-73.83816748,POINT (-73.83816748 40.78918313)
265006010,03/10/2023,15:16:00,BRONX,OUTSIDE,43,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,(null),(null),(null),25-44,M,BLACK,1019590,243320,40.834463,-73.872288,POINT (-73.872288 40.834463)
264775620,03/09/2023,1:40:00,BRONX,OUTSIDE,52,0,STREET,(null),FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1013740,254095,40.864058,-73.89338,POINT (-73.89338 40.864058)
264775620,03/09/2023,1:40:00,BRONX,OUTSIDE,52,0,STREET,(null),FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1013740,254095,40.864058,-73.89338,POINT (-73.89338 40.864058)
264747807,03/08/2023,18:10:00,MANHATTAN,INSIDE,25,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,25-44,F,WHITE,25-44,M,BLACK,1001487,232707,40.805388,-73.937736,POINT (-73.937736 40.805388)
264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,BLACK,982942,177558,40.654033,-74.004711,POINT (-74.004711 40.654033)
264689063,03/07/2023,1:56:00,BROOKLYN,INSIDE,66,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,982643,170318,40.634162,-74.005786,POINT (-74.005786 40.634162)
264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,GROCERY/BODEGA,FALSE,<18,M,BLACK,18-24,M,BLACK,982942,177558,40.654033,-74.004711,POINT (-74.004711 40.654033)
264689062,03/07/2023,21:32:00,MANHATTAN,INSIDE,30,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,45-64,M,BLACK,25-44,M,BLACK,999923,241388,40.829217,-73.943363,POINT (-73.943363 40.829217)
264689065,03/07/2023,20:07:00,BRONX,OUTSIDE,49,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,WHITE,1021301,252477,40.859588,-73.866056,POINT (-73.866056 40.859588)
264658457,03/06/2023,21:25:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,1017536,180899,40.66314008,-73.88002193,POINT (-73.88002193 40.66314008)
264657995,03/06/2023,16:44:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),FALSE,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,1017703,182860,40.66852195,-73.87941026,POINT (-73.87941026 40.66852195)
264658458,03/06/2023,15:17:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),FALSE,(null),(null),(null),<18,M,BLACK,986131,218089,40.765282,-73.99321,POINT (-73.99321 40.765282)
264657997,03/06/2023,21:13:00,BRONX,OUTSIDE,47,0,STREET,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,1023888,266681,40.898562,-73.856618,POINT (-73.856618 40.898562)
264657996,03/06/2023,19:50:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,BLACK,986638,193879,40.69883,-73.991388,POINT (-73.991388 40.69883)
264616551,03/05/2023,18:22:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,F,BLACK,1033715,238256,40.820496,-73.821282,POINT (-73.821282 40.820496)
264617699,03/05/2023,17:00:00,QUEENS,OUTSIDE,102,0,OTHER,HOSPITAL,FALSE,(null),(null),(null),45-64,M,BLACK,1030953,194101,,,
264617751,03/05/2023,16:10:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,1001899,221193,40.773785,-73.936279,POINT (-73.936279 40.773785)
264600808,03/04/2023,18:29:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1001899,221193,40.773785,-73.936279,POINT (-73.936279 40.773785)
264600809,03/04/2023,18:25:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1001247,247436,40.845816,-73.938566,POINT (-73.938566 40.845816)
264530499,03/03/2023,10:31:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,BLACK,997965,179779,40.66011787,-73.95056707,POINT (-73.95056707 40.66011787)
264617752,03/03/2023,23:20:00,MANHATTAN,INSIDE,19,0,COMMERCIAL,GROCERY/BODEGA,TRUE,25-44,M,BLACK,65+,M,ASIAN / PACIFIC ISLANDER,996654,221680,40.775129,-73.955214,POINT (-73.955214 40.775129)
264530498,03/03/2023,0:46:00,BRONX,OUTSIDE,46,0,OTHER,GAS STATION,FALSE,(null),(null),(null),45-64,M,BLACK,1011431,247605,40.846253,-73.901755,POINT (-73.901755 40.846253)
264600807,03/03/2023,0:23:00,MANHATTAN,OUTSIDE,9,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,990468,202168,40.721581,-73.977567,POINT (-73.977567 40.721581)
264600807,03/03/2023,0:23:00,MANHATTAN,OUTSIDE,9,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,990468,202168,40.721581,-73.977567,POINT (-73.977567 40.721581)
264417852,03/01/2023,12:50:00,BRONX,OUTSIDE,47,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,BLACK,1025439,258185,40.875237,-73.851061,POINT (-73.851061 40.875237)
264417853,03/01/2023,19:00:00,BRONX,OUTSIDE,52,0,STREET,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),<18,M,BLACK,1019142,259107,40.877795,-73.873827,POINT (-73.873827 40.877795)
264366464,02/28/2023,2:06:00,MANHATTAN,INSIDE,32,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,(null),(null),(null),25-44,M,BLACK,1000489,236574,40.816002,-73.941332,POINT (-73.941332 40.816002)
264319317,02/27/2023,8:16:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),25-44,M,BLACK,1014450,179477,40.659248,-73.89115,POINT (-73.89115 40.659248)
264262260,02/26/2023,18:06:00,QUEENS,OUTSIDE,113,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,BLACK,1044258,189029,40.685317,-73.78363,POINT (-73.78363 40.685317)
264266619,02/26/2023,13:26:00,BRONX,OUTSIDE,48,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,BLACK,1014182,250654,40.85461144,-73.89180071,POINT (-73.89180071 40.85461144)
264250139,02/26/2023,4:00:00,QUEENS,OUTSIDE,100,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,1033851,152220,40.584346,-73.821423,POINT (-73.821423 40.584346)
264262260,02/26/2023,18:06:00,QUEENS,OUTSIDE,113,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1044258,189029,40.685317,-73.78363,POINT (-73.78363 40.685317)
264270201,02/26/2023,21:47:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),FALSE,(null),(null),(null),<18,M,BLACK,1001008,236583,40.81602546,-73.9394577,POINT (-73.9394577 40.81602546)
264250139,02/26/2023,4:00:00,QUEENS,OUTSIDE,100,0,STREET,(null),FALSE,(null),(null),(null),18-24,F,BLACK,1033851,152220,40.584346,-73.821423,POINT (-73.821423 40.584346)
264266620,02/25/2023,22:58:00,BRONX,OUTSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,(null),(null),(null),25-44,M,BLACK,1007972,244066,40.83655,-73.914272,POINT (-73.914272 40.83655)
264206295,02/25/2023,0:55:00,BROOKLYN,INSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,F,BLACK,1012777,182476,40.667487,-73.897168,POINT (-73.897168 40.667487)
264250138,02/25/2023,10:02:00,BRONX,OUTSIDE,42,0,STREET,(null),FALSE,18-24,M,BLACK,25-44,M,BLACK,1014862,244458,40.837603,-73.889368,POINT (-73.889368 40.837603)
264206295,02/25/2023,0:55:00,BROOKLYN,INSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,F,WHITE HISPANIC,1012777,182476,40.667487,-73.897168,POINT (-73.897168 40.667487)
264144635,02/23/2023,20:57:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,988688,193728,40.69841422,-73.98399494,POINT (-73.98399494 40.69841422)
264144075,02/23/2023,14:52:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),TRUE,45-64,M,BLACK,45-64,M,BLACK,999409,233697,40.808109,-73.945238,POINT (-73.945238 40.808109)
264075661,02/22/2023,16:55:00,BRONX,OUTSIDE,44,0,STREET,(null),FALSE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
264080895,02/22/2023,8:25:00,MANHATTAN,INSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1002115,235058,40.811838,-73.935461,POINT (-73.935461 40.811838)
264075661,02/22/2023,16:55:00,BRONX,OUTSIDE,44,0,STREET,(null),FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
263950623,02/20/2023,23:30:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),25-44,M,BLACK,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567)
263891839,02/19/2023,2:30:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,1007299,193937,40.698961,-73.916873,POINT (-73.916873 40.698961)
263889115,02/18/2023,21:05:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),FALSE,18-24,M,BLACK,18-24,F,BLACK,995628,181599,40.665118,-73.958987,POINT (-73.958987 40.665118)
263891837,02/18/2023,21:10:00,MANHATTAN,OUTSIDE,23,0,STREET,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1000776,227613,40.791406,-73.940318,POINT (-73.940318 40.791406)
263891838,02/18/2023,23:41:00,BRONX,OUTSIDE,49,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,1021512,256053,40.869405,-73.865273,POINT (-73.865273 40.869405)
263787046,02/17/2023,0:27:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,BLACK,1020019,186879,40.67954414,-73.87104034,POINT (-73.87104034 40.67954414)
263839261,02/16/2023,23:55:00,STATEN ISLAND,INSIDE,120,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,963050,167318,40.625903,-74.07637,POINT (-74.07637 40.625903)
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),TRUE,<18,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1010638,248020,40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
263692951,02/15/2023,21:55:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),TRUE,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,999318,245037,40.83923231,-73.94554424,POINT (-73.94554424 40.83923231)
263693794,02/15/2023,18:41:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,1001088,183604,40.670612,-73.939299,POINT (-73.939299 40.670612)
263693795,02/15/2023,14:25:00,QUEENS,INSIDE,106,0,COMMERCIAL,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1033051,185949,40.676929,-73.82406,POINT (-73.82406 40.676929)
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),TRUE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1010638,248020,40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
263692953,02/15/2023,6:00:00,QUEENS,OUTSIDE,110,0,DWELLING,PVT HOUSE,FALSE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1025013,212350,40.749434,-73.852878,POINT (-73.852878 40.749434)
263693795,02/15/2023,14:25:00,QUEENS,INSIDE,106,0,COMMERCIAL,GROCERY/BODEGA,FALSE,25-44,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,1033051,185949,40.676929,-73.82406,POINT (-73.82406 40.676929)
263692953,02/15/2023,6:00:00,QUEENS,OUTSIDE,110,0,DWELLING,PVT HOUSE,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1025013,212350,40.749434,-73.852878,POINT (-73.852878 40.749434)
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),TRUE,<18,M,BLACK,18-24,M,WHITE HISPANIC,1010638,248020,40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
263623274,02/14/2023,11:54:00,BROOKLYN,OUTSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),<18,M,BLACK,1014300,184310,40.672515,-73.89167,POINT (-73.89167 40.672515)
263623274,02/14/2023,11:54:00,BROOKLYN,OUTSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),45-64,M,BLACK,1014300,184310,40.672515,-73.89167,POINT (-73.89167 40.672515)
263529053,02/13/2023,0:35:00,STATEN ISLAND,OUTSIDE,121,0,STREET,FAST FOOD,FALSE,18-24,M,WHITE,25-44,M,BLACK,943240,167018,40.625009,-74.147734,POINT (-74.147734 40.625009)
263558473,02/13/2023,18:57:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1016118,250525,40.854253,-73.8848,POINT (-73.8848 40.854253)
263558473,02/13/2023,18:57:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1016118,250525,40.854253,-73.8848,POINT (-73.8848 40.854253)
263482955,02/12/2023,0:58:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,1002301,166406,40.623406,-73.934972,POINT (-73.934972 40.623406)
263482954,02/12/2023,3:30:00,BRONX,OUTSIDE,45,0,STREET,BAR/NIGHT CLUB,FALSE,(null),(null),(null),18-24,F,BLACK,1027663,245832,40.841322,-73.843099,POINT (-73.843099 40.841322)
263482956,02/12/2023,1:13:00,MANHATTAN,OUTSIDE,33,0,OTHER,HOSPITAL,FALSE,(null),(null),(null),25-44,M,BLACK,1000795,245489,40.840472,-73.940202,POINT (-73.940202 40.840472)
263499886,02/11/2023,5:00:00,BRONX,OUTSIDE,43,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,BLACK HISPANIC,1021951,244960,40.838955,-73.863746,POINT (-73.863746 40.838955)
263429758,02/11/2023,2:32:00,QUEENS,OUTSIDE,114,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,1006592,218612,40.766689,-73.919342,POINT (-73.919342 40.766689)
263482952,02/11/2023,22:06:00,MANHATTAN,INSIDE,25,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),25-44,F,BLACK HISPANIC,1002329,231920,40.803226,-73.934696,POINT (-73.934696 40.803226)
263481576,02/11/2023,21:40:00,BRONX,OUTSIDE,52,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,1013182,255873,40.86894,-73.89539,POINT (-73.89539 40.86894)
263499885,02/11/2023,22:04:00,MANHATTAN,INSIDE,28,0,COMMERCIAL,GROCERY/BODEGA,TRUE,18-24,M,WHITE HISPANIC,25-44,M,BLACK,999788,233328,40.807094,-73.943873,POINT (-73.943873 40.807094)
263444903,02/11/2023,4:26:00,QUEENS,INSIDE,107,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,1035601,207363,40.735693,-73.814705,POINT (-73.814705 40.735693)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,25-44,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,45-64,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263429756,02/10/2023,18:20:00,QUEENS,OUTSIDE,103,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1045929,197772,40.709302,-73.777523,POINT (-73.777523 40.709302)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,FALSE,(null),(null),(null),18-24,M,WHITE,984503,148779,40.575042,-73.999086,POINT (-73.999086 40.575042)
263401452,02/10/2023,16:24:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,1002692,220879,40.772921,-73.933414,POINT (-73.933414 40.772921)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,FALSE,(null),(null),(null),25-44,M,BLACK,984503,148779,40.575042,-73.999086,POINT (-73.999086 40.575042)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,45-64,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,45-64,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263429757,02/10/2023,23:25:00,BROOKLYN,INSIDE,88,0,(null),GROCERY/BODEGA,FALSE,25-44,M,BLACK,45-64,M,WHITE HISPANIC,993569,191897,40.693387,-73.966393,POINT (-73.966393 40.693387)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,FALSE,(null),(null),(null),<18,M,BLACK,984503,148779,40.575042,-73.999086,POINT (-73.999086 40.575042)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,45-64,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,TRUE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263357861,02/09/2023,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),FALSE,<18,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,986978,199303,40.713718,-73.990157,POINT (-73.990157 40.713718)
263357861,02/09/2023,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),FALSE,<18,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,986978,199303,40.713718,-73.990157,POINT (-73.990157 40.713718)
263349965,02/09/2023,17:37:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),TRUE,18-24,M,BLACK,18-24,M,BLACK,987341,215631,40.75853318,-73.98884266,POINT (-73.98884266 40.75853318)
263357363,02/09/2023,9:25:00,BROOKLYN,INSIDE,76,2,HOUSING,MULTI DWELL - PUBLIC HOUS,TRUE,(null),(null),(null),45-64,M,BLACK HISPANIC,982802,184804,40.673924,-74.005219,POINT (-74.005219 40.673924)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),FALSE,<18,M,BLACK,25-44,M,BLACK,1002330,195746,40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),FALSE,<18,M,BLACK,<18,F,BLACK,1002330,195746,40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),FALSE,<18,M,BLACK,<18,M,BLACK HISPANIC,1002330,195746,40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
263357365,02/07/2023,16:40:00,BROOKLYN,OUTSIDE,70,0,OTHER,(null),TRUE,18-24,M,BLACK,18-24,M,BLACK,998839,168942,40.630373,-73.947438,POINT (-73.947438 40.630373)
263189901,02/07/2023,9:00:00,BRONX,OUTSIDE,42,0,STREET,COMMERCIAL BLDG,TRUE,25-44,M,BLACK,25-44,M,BLACK,1009186,241383,40.829182,-73.909895,POINT (-73.909895 40.829182)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
263357365,02/07/2023,16:40:00,BROOKLYN,OUTSIDE,70,0,OTHER,(null),TRUE,18-24,M,WHITE HISPANIC,18-24,M,BLACK,998839,168942,40.630373,-73.947438,POINT (-73.947438 40.630373)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
263211696,02/07/2023,4:34:00,BRONX,OUTSIDE,43,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1018929,242358,40.831826,-73.87468,POINT (-73.87468 40.831826)
263189901,02/07/2023,9:00:00,BRONX,OUTSIDE,42,0,STREET,COMMERCIAL BLDG,TRUE,18-24,F,BLACK,25-44,M,BLACK,1009186,241383,40.829182,-73.909895,POINT (-73.909895 40.829182)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
265540891,02/07/2023,0:54:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,1014522,169915,40.633002,-73.890935,POINT (-73.890935 40.633002)
263141402,02/06/2023,10:16:00,BROOKLYN,OUTSIDE,69,0,STREET,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,18-24,M,BLACK,1010541,175595,,,
263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1000575,198114,40.710442,-73.941114,POINT (-73.941114 40.710442)
263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,F,BLACK,1000575,198114,40.710442,-73.941114,POINT (-73.941114 40.710442)
263068067,02/05/2023,1:34:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,1007690,175668,40.648814,-73.915526,POINT (-73.915526 40.648814)
263078584,02/05/2023,9:40:00,QUEENS,OUTSIDE,113,0,STREET,(null),FALSE,25-44,M,BLACK,25-44,M,BLACK,1052259,196054,40.70453831,-73.75471178,POINT (-73.75471178 40.70453831)
